""	"SYM"	"Algorithm"	"ProofType"	"PercVolume"	"ClassVolume"	"PercMKCaP"	"ClassMKCaP"	"ClassVolumeUSD"	"ClassRet"	"ClassRisk"	"DecVolumeUSD"	"DecRet"	"DecRisk"	"ClassSharpeR"	"ClassBeta"	"DecAge"	"Kmeans"	"HistDAWass"	"TADPole"	"Combi"
"995"	"MWC"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"SRF"	"LowVol"	"D8"	2	3	2	2
"996"	"MXT"	"X13"	" PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D5"	"D6"	"D9"	"SRF"	"Indexlike"	"D5"	3	1	2	6
"997"	"MYB"	"N/A"	"N/A"	"P90"	"BC"	"P80"	"BC"	"Average"	"Low"	"High"	"D9"	"D4"	"D10"	"SRF"	"HighVol"	"D10"	3	4	2	12
"998"	"MYC"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D4"	2	2	3	9
"999"	"MYST"	"N/A"	"N/A"	"P90"	"BC"	"P80"	"BC"	"High"	"Low"	"Average"	"D9"	"D4"	"D7"	"SRF"	"LowVol"	"D10"	3	3	3	3
"1000"	"MZC"	"SHA256"	"PoW/PoS"	"P80"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D10"	"D7"	"D5"	"SRF"	"LowVol"	"D10"	2	3	3	1
"1001"	"N7"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D4"	2	3	3	1
"1002"	"NAMO"	"NIST5"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Average"	"D6"	"D10"	"D7"	"SRF"	"CashLike"	"D4"	2	1	3	8
"1003"	"NAN"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"SRF"	"LowVol"	"D4"	2	3	3	1
"1004"	"NANAS"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D4"	"D4"	"D8"	"SRF"	"LowVol"	"D4"	3	1	2	6
"1005"	"NAS"	"N/A"	"N/A"	"P100"	"BC"	"P99"	"BC"	"High"	"High"	"High"	"D10"	"D10"	"D10"	"SRF"	"NegBeta"	"D10"	2	4	2	15
"1006"	"NAS2"	"N/A"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"SRF"	"LowVol"	"D4"	2	3	3	1
"1007"	"NAUT"	"Scrypt"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"SRF"	"LowVol"	"D10"	2	3	2	2
"1008"	"NAV"	"X13"	"PoW/PoS"	"P99"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D10"	"D4"	"D4"	"SRF"	"Indexlike"	"D10"	3	3	3	3
"1009"	"NBIT"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D5"	"D5"	"D10"	"SRF"	"LowVol"	"D4"	3	1	3	5
"1010"	"NBL"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"SRF"	"LowVol"	NA	2	3	3	1
"1011"	"NBT"	"SHA-256"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D7"	"D4"	"D10"	"SRF"	"CashLike"	"D6"	3	2	3	11
"1012"	"NDC"	"N/A"	"N/A"	"P80"	"BC"	"P80"	"BC"	"High"	"Low"	"Average"	"D9"	"D4"	"D8"	"SRF"	"HighVol"	"D10"	3	1	3	5
"1013"	"NDOGE"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D7"	"D6"	"D8"	"SRF"	"LowVol"	"D8"	3	1	3	5
"1014"	"NEBL"	"N/A"	"N/A"	"P99"	"BC"	"P99"	"BC"	"High"	"Average"	"Average"	"D10"	"D6"	"D6"	"SRF"	"HighVol"	"D10"	2	3	3	1
"1015"	"NEBU"	"PoS"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Average"	"D8"	"D9"	"D7"	"SRF"	"LowVol"	"D8"	2	3	2	2
"1016"	"NEC"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"SRF"	"LowVol"	"D4"	2	3	2	2
"1017"	"NEF"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"High"	"D9"	"D10"	"D10"	"SRF"	"LowVol"	"D5"	2	1	3	8
"1018"	"NEO"	"N/A"	"N/A"	"P100"	"BC"	"P100"	"BC"	"High"	"Average"	"Low"	"D9"	"D6"	"D4"	"SRF"	"HighVol"	"D10"	2	3	3	1
"1019"	"NEOG"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D7"	"D4"	"D10"	"SRF"	"NegBeta"	"D6"	3	4	3	13
"1020"	"NEOS"	"SHA256"	"PoS"	"P90"	"BC"	"P80"	"BC"	"Average"	"Low"	"Average"	"D8"	"D4"	"D5"	"SRF"	"HighVol"	"D10"	3	3	3	3
"1021"	"NET"	"Scrypt"	"PoW"	"P80"	"BC"	"P70"	"BC"	"High"	"Average"	"High"	"D10"	"D4"	"D10"	"SRF"	"Extreme"	"D10"	3	4	2	12
"1022"	"NETC"	"X13"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D5"	"D7"	"D5"	"ERP"	"LowVol"	"D7"	2	3	2	2
"1023"	"NETKO"	"Blake"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D4"	"D4"	"D10"	"SRF"	"LowVol"	"D4"	3	1	3	5
"1024"	"NEU"	"N/A"	"N/A"	"P90"	"BC"	"P99"	"BC"	"Average"	"High"	"Average"	"D8"	"D9"	"D6"	"SRF"	"HighVol"	"D9"	2	3	2	2
"1025"	"NEVA"	"N/A"	"PoW/PoS"	"P70"	"BC"	"P80"	"BC"	"Average"	"High"	"Average"	"D4"	"D10"	"D8"	"SRF"	"NegBeta"	"D4"	2	1	3	8
"1026"	"NEWB"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D5"	"D4"	"D10"	"ERP"	"LowVol"	"D4"	3	2	2	14
"1027"	"NGC"	"N/A"	"N/A"	"P90"	"BC"	"P90"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D4"	"SRF"	"LowVol"	"D9"	3	3	1	20
"1028"	"NIC"	"PoS"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D5"	"D5"	"D10"	"SRF"	"HighVol"	"D4"	3	1	2	6
"1029"	"NICE"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D5"	"D7"	"D9"	"SRF"	"NegBeta"	"D4"	2	1	3	8
"1030"	"NIMFA"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D5"	"D4"	"D10"	"SRF"	"HighVol"	"D5"	3	4	3	13
"1031"	"NKA"	"SHA256"	"PoW/PoS"	"P70"	"BC"	"P80"	"BC"	"Average"	"Average"	"High"	"D8"	"D6"	"D9"	"SRF"	"LowVol"	"D7"	3	1	2	6
"1032"	"NKC"	"Scrypt"	"PoW"	"P99"	"BC"	"P70"	"BC"	"High"	"Average"	"High"	"D10"	"D7"	"D10"	"SRF"	"Extreme"	"D8"	3	4	3	13
"1033"	"NKT"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D5"	"D4"	"D10"	"SRF"	"LowVol"	"D4"	3	1	2	6
"1034"	"NLC"	"SHA256D"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D4"	2	2	3	9
"1035"	"NLC2"	"PoS"	"PoS"	"P90"	"BC"	"P80"	"BC"	"High"	"Average"	"Average"	"D10"	"D5"	"D5"	"SRF"	"Indexlike"	"D10"	3	3	3	3
"1036"	"NLG"	"Scrypt"	"PoW"	"P90"	"BC"	"P90"	"BC"	"High"	"Average"	"Low"	"D10"	"D6"	"D4"	"SRF"	"LowVol"	"D10"	2	3	2	2
"1037"	"NMB"	"X15"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"SRF"	"LowVol"	NA	2	3	2	2
"1038"	"NMC"	"SHA256"	"PoW"	"P90"	"BC"	"P90"	"BC"	"Average"	"Average"	"Low"	"D8"	"D7"	"D4"	"SRF"	"LowVol"	"D10"	2	3	3	1
"1039"	"NMR"	"N/A"	"N/A"	"P99"	"BC"	"P99"	"BC"	"Average"	"Average"	"Average"	"D8"	"D5"	"D5"	"SRF"	"Indexlike"	"D10"	3	3	3	3
"1040"	"NMS"	"Skein"	"PoW/PoS"	"P80"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D7"	"SRF"	"LowVol"	"D9"	3	3	3	3
"1041"	"NOBL"	"Scrypt"	"PoW"	"P70"	"BC"	"P80"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D4"	2	2	3	9
"1042"	"NODE"	"Curve25519"	"PoA"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"ERP"	"LowVol"	"D10"	2	3	2	2
"1043"	"NOO"	"PoS"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"ERP"	"CashLike"	"D4"	2	2	2	10
"1044"	"NPC"	"SHA-256D"	"PoW/PoS"	"P70"	"BC"	"P100"	"AC"	"Low"	"High"	"Low"	"D4"	"D9"	"D4"	"ERP"	"NegBeta"	"D4"	2	3	2	2
"1045"	"NRB"	"SHA256"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"ERP"	"LowVol"	"D4"	2	3	2	2
"1046"	"NRC"	"PoS"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D8"	"D7"	"D6"	"SRF"	"LowVol"	"D8"	2	3	2	2
"1047"	"NRS"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"SRF"	"LowVol"	"D7"	2	3	3	1
"1048"	"NSR"	"N/A"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D4"	2	2	3	9
"1049"	"NTC"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D4"	2	2	3	9
"1050"	"NTCC"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D4"	2	2	3	9
"1051"	"NTM"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D10"	"D4"	"D9"	"SRF"	"LowVol"	"D9"	3	1	3	5
"1052"	"NTO"	"N/A"	"N/A"	"P80"	"BC"	"P70"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D9"	"SRF"	"LowVol"	"D9"	3	3	3	3
"1053"	"NTRN"	"SHA256"	"PoW/PoS"	"P80"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D8"	"D4"	"D9"	"SRF"	"HighVol"	"D10"	3	1	2	6
"1054"	"NTWK"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D8"	"D5"	"D10"	"SRF"	"HighVol"	"D7"	3	1	3	5
"1055"	"NUBIS"	"SHA256D"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Average"	"D4"	"D4"	"D7"	"SRF"	"LowVol"	"D4"	3	1	2	6
"1056"	"NUKE"	"PoS"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D5"	"D4"	"D10"	"ERP"	"NegBeta"	"D4"	3	2	2	14
"1057"	"NULS"	"N/A"	"N/A"	"P99"	"BC"	"P99"	"BC"	"High"	"Average"	"Average"	"D10"	"D7"	"D5"	"ERP"	"HighVol"	"D9"	2	3	2	2
"1058"	"NUM"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"High"	"D9"	"D6"	"D10"	"ERP"	"LowVol"	"D5"	3	1	3	5
"1059"	"NVC"	"Scrypt"	"PoW/PoS"	"P90"	"BC"	"P70"	"BC"	"Average"	"Average"	"Low"	"D6"	"D6"	"D4"	"ERP"	"LowVol"	"D10"	2	3	3	1
"1060"	"NXC"	"N/A"	"N/A"	"P90"	"BC"	"P70"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D5"	"SRF"	"HighVol"	"D10"	3	3	2	4
"1061"	"NXE"	"NIST5"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Average"	"D4"	"D9"	"D4"	"SRF"	"NegBeta"	"D4"	2	3	3	1
"1062"	"NXS"	"SHA3"	"PoW/nPoS"	"P99"	"BC"	"P99"	"BC"	"High"	"Average"	"Average"	"D10"	"D6"	"D5"	"SRF"	"HighVol"	"D10"	2	3	3	1
"1063"	"NXT"	"PoS"	"PoS/LPoS"	"P99"	"BC"	"P99"	"BC"	"High"	"Low"	"Low"	"D10"	"D4"	"D4"	"SRF"	"HighVol"	"D10"	3	3	3	3
"1064"	"NXTI"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"SRF"	"LowVol"	"D5"	2	3	3	1
"1065"	"NXTTY"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D9"	"D4"	"SRF"	"LowVol"	"D8"	2	3	3	1
"1066"	"NYAN"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D10"	"D5"	"D7"	"SRF"	"LowVol"	"D10"	3	3	3	3
"1067"	"NZC"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Low"	"D6"	"D10"	"D4"	"SRF"	"LowVol"	"D4"	2	3	3	1
"1068"	"OAX"	"N/A"	"N/A"	"P99"	"BC"	"P99"	"BC"	"High"	"Average"	"Average"	"D10"	"D6"	"D5"	"SRF"	"HighVol"	"D10"	3	3	3	3
"1069"	"OBITS"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D5"	"D4"	"D7"	"SRF"	"LowVol"	"D6"	3	3	3	3
"1070"	"OBS"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D7"	"D4"	"ERP"	"NegBeta"	"D4"	2	3	2	2
"1071"	"OCEAN"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Average"	"D4"	"D9"	"D8"	"ERP"	"LowVol"	"D4"	2	1	2	7
"1072"	"OCL"	"N/A"	"DPoS/LPoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D9"	"ERP"	"HighVol"	"D9"	3	1	2	6
"1073"	"OCN"	"N/A"	"N/A"	"P99"	"BC"	"P99"	"BC"	"High"	"High"	"High"	"D10"	"D10"	"D10"	"ERP"	"NegBeta"	"D9"	2	1	2	7
"1074"	"OCTO"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"SRF"	"LowVol"	"D5"	2	3	2	2
"1075"	"ODN"	"SHA-512"	"PoS"	"P90"	"BC"	"P70"	"BC"	"High"	"Low"	"Average"	"D9"	"D4"	"D7"	"ERP"	"HighVol"	"D10"	3	3	2	4
"1076"	"ODNT"	"SHA256D"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D5"	"D4"	"D10"	"SRF"	"LowVol"	"D4"	3	1	3	5
"1077"	"OK"	"N/A"	"PoW/PoS"	"P99"	"BC"	"P70"	"BC"	"High"	"Low"	"Low"	"D10"	"D4"	"D4"	"ERP"	"HighVol"	"D10"	3	3	2	4
"1078"	"OLDSF"	"N/A"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Low"	"D4"	"D8"	"D4"	"ERP"	"LowVol"	"D4"	2	3	2	2
"1079"	"OLYMP"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"High"	"D7"	"D10"	"D10"	"ERP"	"LowVol"	"D5"	2	1	2	7
"1080"	"OMA"	"X15"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"Average"	"Average"	"D4"	"D7"	"D8"	"ERP"	"LowVol"	"D4"	2	1	2	7
"1081"	"OMC"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D4"	"D8"	"D9"	"ERP"	"LowVol"	"D4"	2	1	3	8
"1082"	"OMG"	"N/A"	"PoS"	"P99"	"BC"	"P99"	"BC"	"High"	"Average"	"Low"	"D10"	"D5"	"D4"	"ERP"	"HighVol"	"D10"	3	3	2	4
"1083"	"OMNI"	"Scrypt"	"PoW"	"P90"	"BC"	"P80"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D4"	"ERP"	"Indexlike"	"D10"	3	3	3	3
"1084"	"ONION"	"X13"	"PoW/PoS"	"P90"	"BC"	"P90"	"BC"	"Average"	"Low"	"Average"	"D8"	"D4"	"D5"	"SRF"	"LowVol"	"D10"	3	3	2	4
"1085"	"ONX"	"X11"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D9"	"SRF"	"LowVol"	"D9"	3	1	3	5
"1086"	"OPAL"	"X13"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Average"	"D4"	"D10"	"D9"	"SRF"	"LowVol"	"D4"	2	1	3	8
"1087"	"OPC"	"Scrypt"	"PoW/PoS"	"P90"	"BC"	"P70"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D8"	"SRF"	"HighVol"	"D9"	3	3	3	3
"1088"	"OPES"	"Argon2"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Low"	"D4"	"D10"	"D4"	"ERP"	"NegBeta"	"D4"	2	3	2	2
"1089"	"OPT"	"N/A"	"N/A"	"P80"	"BC"	"P80"	"BC"	"High"	"Average"	"High"	"D9"	"D7"	"D10"	"ERP"	"LowVol"	"D10"	3	1	2	6
"1090"	"OPTION"	"X11"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Low"	"D7"	"D7"	"D4"	"ERP"	"LowVol"	"D6"	2	3	2	2
"1091"	"ORB"	"NeoScrypt"	"PoW/PoS"	"P80"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D6"	"D8"	"D4"	"ERP"	"LowVol"	"D10"	2	3	2	2
"1092"	"ORLY"	"X15"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"High"	"D6"	"D10"	"D10"	"ERP"	"NegBeta"	"D6"	2	1	2	7
"1093"	"ORME"	"N/A"	"N/A"	"P99"	"BC"	"P99"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D6"	"SRF"	"LowVol"	"D10"	3	3	2	4
"1094"	"ORO"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D4"	2	2	3	9
"1095"	"OS76"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D4"	"D5"	"D10"	"SRF"	"NegBeta"	"D4"	3	1	2	6
"1096"	"OSC"	"SHA256"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D8"	"D7"	"D7"	"SRF"	"LowVol"	"D10"	2	3	3	1
"1097"	"OTN"	"N/A"	"N/A"	"P90"	"BC"	"P90"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D7"	"SRF"	"Indexlike"	"D10"	3	3	3	3
"1098"	"OTX"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D4"	"D4"	"D10"	"ERP"	"NegBeta"	"D5"	3	2	3	11
"1099"	"OX"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"High"	"D6"	"D10"	"D9"	"ERP"	"NegBeta"	"D4"	2	1	2	7
"1100"	"OXY"	"DPoS"	"DPoS"	"P90"	"BC"	"P70"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D9"	"ERP"	"LowVol"	"D9"	3	1	3	5
"1101"	"PAC"	"X11"	"PoW"	"P70"	"BC"	"P80"	"BC"	"High"	"High"	"High"	"D10"	"D10"	"D10"	"ERP"	"HighVol"	"D8"	2	1	2	7
"1102"	"PAK"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D7"	"SRF"	"LowVol"	"D8"	3	3	2	4
"1103"	"PAL"	"N/A"	"N/A"	"P70"	"BC"	"P90"	"BC"	"Average"	"Average"	"Average"	"D5"	"D5"	"D8"	"SRF"	"LowVol"	"D8"	3	3	3	3
"1104"	"PARA"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D10"	"D9"	"D8"	"SRF"	"LowVol"	"D8"	2	3	3	1
"1105"	"PART"	"PoS"	"PoS"	"P99"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D9"	"D5"	"D5"	"SRF"	"HighVol"	"D10"	3	3	2	4
"1106"	"PASC"	"Pascal"	"N/A"	"P90"	"BC"	"P90"	"BC"	"Average"	"Average"	"Average"	"D9"	"D5"	"D5"	"SRF"	"HighVol"	"D10"	3	3	3	3
"1107"	"PASL"	"SHA256"	"PoW/PoS"	"P80"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D7"	"D4"	"D7"	"ERP"	"Indexlike"	"D10"	3	3	3	3
"1108"	"PAY"	"N/A"	"N/A"	"P99"	"BC"	"P99"	"BC"	"High"	"Average"	"Average"	"D10"	"D5"	"D4"	"ERP"	"HighVol"	"D10"	3	3	2	4
"1109"	"PAYP"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"High"	"Low"	"High"	"D10"	"D4"	"D9"	"ERP"	"LowVol"	"D7"	3	1	2	6
"1110"	"PBC"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"ERP"	"CashLike"	"D4"	2	2	2	10
"1111"	"PBL"	"N/A"	"N/A"	"P90"	"BC"	"P80"	"BC"	"Average"	"Low"	"Average"	"D8"	"D4"	"D6"	"ERP"	"HighVol"	"D9"	3	3	3	3
"1112"	"PCM"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D6"	"D5"	"D9"	"ERP"	"LowVol"	"D4"	3	1	2	6
"1113"	"PCOIN"	"X11"	"PoW"	"P80"	"BC"	"P70"	"BC"	"Average"	"Low"	"Average"	"D8"	"D4"	"D7"	"ERP"	"LowVol"	"D9"	3	3	2	4
"1114"	"PCS"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D4"	"D7"	"D7"	"ERP"	"NegBeta"	"D4"	2	1	2	7
"1115"	"PDC"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"High"	"Low"	"Low"	"D9"	"D4"	"D4"	"ERP"	"LowVol"	"D10"	3	3	2	4
"1116"	"PEC"	"X11"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"SRF"	"CashLike"	"D4"	2	2	3	9
"1117"	"PEN*"	NA	NA	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D4"	"D8"	"D10"	"SRF"	"NegBeta"	"D4"	3	2	2	14
"1118"	"PEPECASH"	"N/A"	"N/A"	"P80"	"BC"	"P90"	"BC"	"High"	"Average"	"Average"	"D10"	"D4"	"D6"	"SRF"	"LowVol"	"D10"	3	3	2	4
"1119"	"PEX"	"SHA256D"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"High"	"Average"	"D7"	"D9"	"D6"	"SRF"	"Indexlike"	"D9"	2	3	2	2
"1120"	"PFR"	"N/A"	"N/A"	"P80"	"BC"	"P70"	"BC"	"High"	"Average"	"High"	"D9"	"D7"	"D10"	"ERP"	"Extreme"	"D9"	1	5	2	17
"1121"	"PGL"	"N/A"	"N/A"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D5"	"D4"	"D10"	"ERP"	"NegBeta"	"D4"	3	1	3	5
"1122"	"PHO"	"BLAKE256"	"PoW"	"P70"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D10"	"D8"	"D8"	"ERP"	"HighVol"	"D5"	2	1	2	7
"1123"	"PHR"	"PoS"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D9"	"D4"	"D10"	"ERP"	"HighVol"	"D8"	3	1	2	6
"1124"	"PHS"	"Scrypt"	"PoW"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"Average"	"D7"	"D8"	"D6"	"SRF"	"LowVol"	"D9"	2	3	3	1
"1125"	"PHX"	"N/A"	"N/A"	"P80"	"BC"	"P90"	"BC"	"High"	"High"	"High"	"D10"	"D10"	"D9"	"SRF"	"NegBeta"	"D9"	2	1	3	8
"1126"	"PIE"	"PoS"	"PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Average"	"High"	"D5"	"D6"	"D10"	"ERP"	"LowVol"	"D6"	3	1	2	6
"1127"	"PIGGY"	"X11"	"PoW/PoS"	"P80"	"BC"	"P70"	"BC"	"High"	"Average"	"Average"	"D10"	"D6"	"D6"	"ERP"	"LowVol"	"D10"	2	3	2	2
"1128"	"PING"	"N/A"	"N/A"	"P70"	"BC"	"P90"	"BC"	"Average"	"High"	"Average"	"D4"	"D10"	"D6"	"ERP"	"NegBeta"	"D4"	2	3	2	2
"1129"	"PINK"	"X11"	"PoW/PoS"	"P90"	"BC"	"P80"	"BC"	"High"	"Low"	"Average"	"D10"	"D4"	"D4"	"ERP"	"Indexlike"	"D10"	3	3	3	3
"1130"	"PINKX"	"Scrypt"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Average"	"Low"	"High"	"D9"	"D4"	"D9"	"ERP"	"HighVol"	"D6"	3	1	2	6
"1131"	"PIO"	"X11"	"PoW/PoS"	"P70"	"BC"	"P70"	"BC"	"Low"	"High"	"Low"	"D4"	"D10"	"D4"	"ERP"	"NegBeta"	"D4"	2	3	2	2
